,route,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute_1,Leg_fixRoute_1,fixRoute_2,Leg_fixRoute_2,fixRoute_3,Leg_fixRoute_3
6283,DME-GLA,DME,GLA,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,GLA,DME->VIE->AMS->GLA,3,DME->FCO->AMS->GLA,3,DME->SAW->SXF->GLA,3
6284,DME-MXP,DME,MXP,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,MXP,DME->SAW->MXP,2,DME->BCN->MXP,2,DME->TXL->MXP,2
6285,DME-JER,DME,JER,JEY,Europe,RUS,Europe,RUS-JEY,Europe-Europe,DME,JER,DME->ARN->LGW->JER,3,DME->VIE->LGW->JER,3,DME->MUC->LTN->JER,3
6286,DME-FLR,DME,FLR,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,FLR,DME->FRA->FLR,2,DME->MUC->FLR,2,DME->MUC->FLR,2
6287,DME-GRZ,DME,GRZ,AUT,Europe,RUS,Europe,RUS-AUT,Europe-Europe,DME,GRZ,DME->MUC->GRZ,2,DME->MUC->GRZ,2,DME->ZRH->GRZ,2
6288,DME-BRI,DME,BRI,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,BRI,DME->LHR->AMS->BRI,3,DME->MUC->BRI,2,DME->MUC->BRI,2
6289,DME-PEG,DME,PEG,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,PEG,DME->VIE->STN->PEG,3,DME->MUC->STN->PEG,3,DME->FRA->STN->PEG,3
6290,DME-LJU,DME,LJU,SVN,Europe,RUS,Europe,RUS-SVN,Europe-Europe,DME,LJU,DME->TXL->AMS->LJU,3,DME->ARN->SVO->LJU,3,DME->FRA->LJU,2
6291,DME-NCL,DME,NCL,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,NCL,DME->ALC->NCL,2,DME->TXL->CDG->NCL,3,DME->DUS->AMS->NCL,3
6292,DME-FNC,DME,FNC,PRT,Europe,RUS,Europe,RUS-PRT,Europe-Europe,DME,FNC,DME->TXL->LGW->FNC,3,DME->TXL->LGW->FNC,3,DME->FCO->LGW->FNC,3
6293,DME-CLT,DME,CLT,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,CLT,DME->FRA->CLT,2,DME->LHR->CLT,2,DME->LHR->CLT,2
6294,DME-CWL,DME,CWL,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,CWL,DME->ARN->AMS->CWL,3,DME->LHR->AMS->CWL,3,DME->FRA->AMS->CWL,3
6295,DME-NOC,DME,NOC,IRL,Europe,RUS,Europe,RUS-IRL,Europe-Europe,DME,NOC,DME->ARN->LGW->NOC,3,DME->BCN->LPL->NOC,3,DME->ZRH->LTN->NOC,3
6296,DME-LBA,DME,LBA,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,LBA,DME->VIE->DUB->LBA,3,DME->MUC->DUB->LBA,3,DME->LHR->DUB->LBA,3
6297,DME-IOM,DME,IOM,IMN,Europe,RUS,Europe,RUS-IMN,Europe-Europe,DME,IOM,DME->TXL->LGW->IOM,3,DME->BCN->LPL->IOM,3,DME->LHR->DUB->IOM,3
6298,DME-NWI,DME,NWI,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,NWI,DME->TXL->AMS->NWI,3,DME->DUS->AMS->NWI,3,DME->ZRH->AMS->NWI,3
6299,DME-EWR,DME,EWR,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,EWR,DME->MUC->EWR,2,DME->MUC->EWR,2,DME->FRA->EWR,2
6300,DME-ORK,DME,ORK,IRL,Europe,RUS,Europe,RUS-IRL,Europe-Europe,DME,ORK,DME->LHR->AMS->ORK,3,DME->LHR->ORK,2,DME->LHR->ORK,2
6301,DME-BTS,DME,BTS,SVK,Europe,RUS,Europe,RUS-SVK,Europe-Europe,DME,BTS,DME->MUC->STN->BTS,3,DME->VIE->STN->BTS,3,DME->ZRH->LTN->BTS,3
6302,DME-SEN,DME,SEN,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,SEN,DME->DUS->AMS->SEN,3,DME->VIE->AMS->SEN,3,DME->ALC->SEN,2
6303,DME-RTM,DME,RTM,NLD,Europe,RUS,Europe,RUS-NLD,Europe-Europe,DME,RTM,DME->BCN->RTM,2,DME->BCN->RTM,2,DME->BCN->RTM,2
6304,DME-GOA,DME,GOA,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,GOA,DME->VIE->MUC->GOA,3,DME->MUC->GOA,2,DME->MUC->GOA,2
6305,DME-GCI,DME,GCI,GGY,Europe,RUS,Europe,RUS-GGY,Europe-Europe,DME,GCI,DME->MUC->LGW->GCI,3,DME->MUC->LGW->GCI,3,DME->ARN->LGW->GCI,3
6306,DME-DFW,DME,DFW,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,DFW,DME->FRA->DFW,2,DME->LHR->DFW,2,DME->FRA->DFW,2
6307,DME-WRO,DME,WRO,POL,Europe,RUS,Europe,RUS-POL,Europe-Europe,DME,WRO,DME->FRA->STN->WRO,3,DME->ZRH->LTN->WRO,3,DME->ARN->SXF->LTN->WRO,4
6308,DME-OPF,DME,OPF,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,OPF,DME->LHR->OPF,2,DME->LHR->OPF,2,DME->LHR->OPF,2
6310,DME-BMA,DME,BMA,SWE,Europe,RUS,Europe,RUS-SWE,Europe-Europe,DME,BMA,DME->LHR->BRU->BMA,3,DME->MUC->BRU->BMA,3,DME->MUC->BRU->BMA,3
6311,DME-MAA,DME,MAA,IND,Asia,RUS,Europe,RUS-IND,Europe-Asia,DME,MAA,DME->FRA->MAA,2,DME->FRA->MAA,2,DME->FRA->MAA,2
6313,DME-TNG,DME,TNG,MAR,Africa,RUS,Europe,RUS-MAR,Europe-Africa,DME,TNG,DME->LIS->MAD->TNG,3,DME->LIS->SVQ->TNG,3,DME->LIS->MAD->TNG,3
6314,DME-CCF,DME,CCF,FRA,Europe,RUS,Europe,RUS-FRA,Europe-Europe,DME,CCF,DME->FCO->TLS->CRL->CCF,4,DME->SAW->CRL->CCF,3,DME->VIE->STN->CCF,3
6315,DME-RDU,DME,RDU,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,RDU,DME->TXL->CDG->RDU,3,DME->LHR->RDU,2,DME->LHR->RDU,2
6316,DME-ANR,DME,ANR,BEL,Europe,RUS,Europe,RUS-BEL,Europe-Europe,DME,ANR,DME->SAW->AMS->SEN->ANR,4,DME->ALC->SEN->ANR,3,DME->DUS->DUB->SEN->ANR,4
6317,DME-TRD,DME,TRD,NOR,Europe,RUS,Europe,RUS-NOR,Europe-Europe,DME,TRD,DME->ARN->TRD,2,DME->ARN->TRD,2,DME->ARN->TRD,2
6318,DME-FMM,DME,FMM,DEU,Europe,RUS,Europe,RUS-DEU,Europe-Europe,DME,FMM,DME->ALC->STN->FMM,3,DME->VIE->STN->FMM,3,DME->FRA->STN->FMM,3
6319,DME-TKU,DME,TKU,FIN,Europe,RUS,Europe,RUS-FIN,Europe-Europe,DME,TKU,DME->VIE->ARN->TKU,3,DME->ARN->TKU,2,DME->ARN->TKU,2
6320,DME-BHD,DME,BHD,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,BHD,DME->ALC->BHD,2,DME->VIE->AMS->BHD,3,DME->ALC->BHD,2
6321,DME-SHJ,DME,SHJ,ARE,Asia,RUS,Europe,RUS-ARE,Europe-Asia,DME,SHJ,DME->SHJ,1,DME->SHJ,1,DME->SHJ,1
6322,DME-DTM,DME,DTM,DEU,Europe,RUS,Europe,RUS-DEU,Europe-Europe,DME,DTM,DME->VIE->DTM,2,DME->VIE->DTM,2,DME->FCO->OTP->DTM,3
6323,DME-BLR,DME,BLR,IND,Asia,RUS,Europe,RUS-IND,Europe-Asia,DME,BLR,DME->FRA->BLR,2,DME->FRA->BLR,2,DME->FRA->BLR,2
6324,DME-BLR,DME,BLR,IND,Asia,RUS,Europe,RUS-IND,Europe-Asia,DME,BLR,DME->FRA->BLR,2,DME->FRA->BLR,2,DME->FRA->BLR,2
6325,DME-YOW,DME,YOW,CAN,Americas,RUS,Europe,RUS-CAN,Europe-Americas,DME,YOW,DME->LHR->YOW,2,DME->LHR->YOW,2,DME->LHR->YOW,2
6326,DME-ZAZ,DME,ZAZ,ESP,Europe,RUS,Europe,RUS-ESP,Europe-Europe,DME,ZAZ,DME->VIE->STN->ZAZ,3,DME->FRA->STN->ZAZ,3,DME->FRA->STN->ZAZ,3
6327,DME-SWF,DME,SWF,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,SWF,DME->ALC->DUB->SWF,3,DME->TXL->DUB->SWF,3,DME->LHR->DUB->SWF,3
6328,DME-BDA,DME,BDA,BMU,Americas,RUS,Europe,RUS-BMU,Europe-Americas,DME,BDA,DME->ARN->LGW->BDA,3,DME->DUS->LGW->BDA,3,DME->VIE->LGW->BDA,3
6329,DME-HUY,DME,HUY,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,HUY,DME->MUC->AMS->HUY,3,DME->ARN->AMS->HUY,3,DME->SAW->AMS->HUY,3
6330,DME-KIR,DME,KIR,IRL,Europe,RUS,Europe,RUS-IRL,Europe-Europe,DME,KIR,DME->ZRH->LTN->KIR,3,DME->MUC->LTN->KIR,3,DME->LIS->LTN->KIR,3
6331,DME-BWI,DME,BWI,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,BWI,DME->TXL->LHR->BWI,3,DME->LHR->BWI,2,DME->LHR->BWI,2
6332,DME-TMP,DME,TMP,FIN,Europe,RUS,Europe,RUS-FIN,Europe-Europe,DME,TMP,DME->ARN->TMP,2,DME->ARN->TMP,2,DME->ARN->TMP,2
6333,DME-RNS,DME,RNS,FRA,Europe,RUS,Europe,RUS-FRA,Europe-Europe,DME,RNS,DME->ALC->SEN->RNS,3,DME->ZRH->AMS->SEN->RNS,4,DME->TXL->DUB->SEN->RNS,4
6334,DME-LBG,DME,LBG,FRA,Europe,RUS,Europe,RUS-FRA,Europe-Europe,DME,LBG,DME->FCO->GVA->LBG,3,DME->VIE->GVA->LBG,3,DME->FCO->GVA->LBG,3
6335,DME-NRN,DME,NRN,DEU,Europe,RUS,Europe,RUS-DEU,Europe-Europe,DME,NRN,DME->ZRH->AGP->NRN,3,DME->LIS->AGP->NRN,3,DME->FRA->AGP->NRN,3
6336,DME-GRQ,DME,GRQ,NLD,Europe,RUS,Europe,RUS-NLD,Europe-Europe,DME,GRQ,DME->ZRH->AMS->SEN->GRQ,4,DME->FRA->AMS->SEN->GRQ,4,DME->FRA->AMS->SEN->GRQ,4
6337,DME-VVI,DME,VVI,BOL,Americas,RUS,Europe,RUS-BOL,Europe-Americas,DME,VVI,DME->FRA->MAD->VVI,3,DME->MUC->MAD->VVI,3,DME->SAW->MAD->VVI,3
6338,DME-CSF,DME,CSF,FRA,Europe,RUS,Europe,RUS-FRA,Europe-Europe,DME,CSF,DME->ZRH->BUD->CIA->CSF,4,DME->MUC->MAN->CIA->CSF,4,DME->SAW->ATH->CIA->CSF,4
6339,DME-MPL,DME,MPL,FRA,Europe,RUS,Europe,RUS-FRA,Europe-Europe,DME,MPL,DME->ARN->LGW->MPL,3,DME->ZRH->LGW->MPL,3,DME->DUS->LGW->MPL,3
6340,DME-XFW,DME,XFW,DEU,Europe,RUS,Europe,RUS-DEU,Europe-Europe,DME,XFW,DME->FRA->TLS->XFW,3,DME->FRA->TLS->XFW,3,DME->FCO->TLS->XFW,3
6341,DME-MHQ,DME,MHQ,FIN,Europe,RUS,Europe,RUS-FIN,Europe-Europe,DME,MHQ,DME->ARN->MHQ,2,DME->ARN->MHQ,2,DME->ARN->MHQ,2
6342,DME-PDX,DME,PDX,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,PDX,DME->DUS->AMS->PDX,3,DME->VIE->AMS->PDX,3,DME->DUS->AMS->PDX,3
6343,DME-BDS,DME,BDS,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,BDS,DME->VIE->GVA->BDS,3,DME->ARN->GVA->BDS,3,DME->MUC->GVA->BDS,3
6344,DME-TPE,DME,TPE,TWN,Asia,RUS,Europe,RUS-TWN,Europe-Asia,DME,TPE,DME->BCN->AMS->TPE,3,DME->VIE->TPE,2,DME->MUC->VIE->TPE,3
6345,DME-IND,DME,IND,USA,Americas,RUS,Europe,RUS-USA,Europe-Americas,DME,IND,DME->FCO->CDG->IND,3,DME->MUC->CDG->IND,3,DME->FCO->CDG->IND,3
6346,DME-VBS,DME,VBS,ITA,Europe,RUS,Europe,RUS-ITA,Europe-Europe,DME,VBS,DME->VIE->LGW->VBS,3,DME->VIE->LGW->VBS,3,DME->DUS->LGW->VBS,3
6347,DME-FAB,DME,FAB,GBR,Europe,RUS,Europe,RUS-GBR,Europe-Europe,DME,FAB,DME->FRA->GVA->LBG->FAB,4,DME->VIE->GVA->LBG->FAB,4,DME->LHR->GVA->LBG->FAB,4
6348,DME-SNN,DME,SNN,IRL,Europe,RUS,Europe,RUS-IRL,Europe-Europe,DME,SNN,DME->LHR->SNN,2,DME->MUC->BHX->SNN,3,DME->LHR->SNN,2
6349,DME-YHU,DME,YHU,CAN,Americas,RUS,Europe,RUS-CAN,Europe-Americas,DME,YHU,DME->DUS->CDG->YHU,3,DME->LHR->CDG->YHU,3,DME->DUS->AMS->CDG->YHU,4
6350,DFW-ZRH,DFW,ZRH,CHE,Europe,USA,Americas,USA-CHE,Americas-Europe,DFW,ZRH,DFW->MAD->ZRH,2,DFW->CDG->ZRH,2,DFW->LHR->ZRH,2
6351,DFW-FRA,DFW,FRA,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,FRA,DFW->FRA,1,DFW->FRA,1,DFW->FRA,1
6352,DFW-CDG,DFW,CDG,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,DFW,CDG,DFW->CDG,1,DFW->CDG,1,DFW->CDG,1
6353,DFW-VIE,DFW,VIE,AUT,Europe,USA,Americas,USA-AUT,Americas-Europe,DFW,VIE,DFW->LHR->VIE,2,DFW->FRA->VIE,2,DFW->CDG->VIE,2
6354,DFW-LHR,DFW,LHR,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,LHR,DFW->LHR,1,DFW->LHR,1,DFW->LHR,1
6355,DFW-AMS,DFW,AMS,NLD,Europe,USA,Americas,USA-NLD,Americas-Europe,DFW,AMS,DFW->CDG->AMS,2,DFW->LHR->AMS,2,DFW->LHR->AMS,2
6356,DFW-MAD,DFW,MAD,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,MAD,DFW->MAD,1,DFW->MAD,1,DFW->MAD,1
6357,DFW-FCO,DFW,FCO,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,DFW,FCO,DFW->CDG->FCO,2,DFW->FRA->FCO,2,DFW->CDG->FCO,2
6358,DFW-LIS,DFW,LIS,PRT,Europe,USA,Americas,USA-PRT,Americas-Europe,DFW,LIS,DFW->MAD->LIS,2,DFW->MAD->LIS,2,DFW->FRA->LIS,2
6359,DFW-SVO,DFW,SVO,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,DFW,SVO,DFW->LHR->SVO,2,DFW->FRA->VIE->SVO,3,DFW->FRA->SVO,2
6360,DFW-MUC,DFW,MUC,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,MUC,DFW->CDG->MUC,2,DFW->MAD->MUC,2,DFW->MAD->MUC,2
6361,DFW-BCN,DFW,BCN,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,BCN,DFW->CDG->BCN,2,DFW->CDG->BCN,2,DFW->LHR->BCN,2
6362,DFW-DUB,DFW,DUB,IRL,Europe,USA,Americas,USA-IRL,Americas-Europe,DFW,DUB,DFW->MAD->BOD->DUB,3,DFW->LHR->DUB,2,DFW->CDG->NCL->DUB,3
6363,DFW-OTP,DFW,OTP,ROU,Europe,USA,Americas,USA-ROU,Americas-Europe,DFW,OTP,DFW->CDG->OTP,2,DFW->MAD->OTP,2,DFW->FRA->AMS->OTP,3
6364,DFW-LPL,DFW,LPL,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,LPL,DFW->CDG->LPL,2,DFW->CDG->LPL,2,DFW->LHR->DUB->LPL,3
6365,DFW-ARN,DFW,ARN,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,DFW,ARN,DFW->MAD->ARN,2,DFW->LHR->ARN,2,DFW->LHR->ARN,2
6366,DFW-BRS,DFW,BRS,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,BRS,DFW->CDG->BRS,2,DFW->CDG->BRS,2,DFW->MAD->BRS,2
6367,DFW-LGW,DFW,LGW,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,LGW,DFW->MAD->LGW,2,DFW->MAD->LGW,2,DFW->MAD->LGW,2
6368,DFW-KBP,DFW,KBP,UKR,Europe,USA,Americas,USA-UKR,Americas-Europe,DFW,KBP,DFW->FRA->KBP,2,DFW->CDG->KBP,2,DFW->FRA->KBP,2
6369,DFW-DME,DFW,DME,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,DFW,DME,DFW->LHR->DME,2,DFW->MAD->DUS->DME,3,DFW->FRA->DME,2
6370,DFW-LTN,DFW,LTN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,LTN,DFW->MAD->LTN,2,DFW->CDG->LTN,2,DFW->LHR->GVA->LTN,3
6371,DFW-HEL,DFW,HEL,FIN,Europe,USA,Americas,USA-FIN,Americas-Europe,DFW,HEL,DFW->LHR->ARN->HEL,3,DFW->CDG->HEL,2,DFW->LHR->HEL,2
6372,DFW-LCY,DFW,LCY,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,LCY,DFW->FRA->LUX->LCY,3,DFW->FRA->LCY,2,DFW->FRA->LIN->LCY,3
6373,DFW-MAN,DFW,MAN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,MAN,DFW->CDG->MAN,2,DFW->CDG->MAN,2,DFW->MAD->MAN,2
6374,DFW-KEF,DFW,KEF,ISL,Europe,USA,Americas,USA-ISL,Americas-Europe,DFW,KEF,DFW->FRA->KEF,2,DFW->LHR->KEF,2,DFW->MAD->MAN->KEF,3
6375,DFW-ATH,DFW,ATH,GRC,Europe,USA,Americas,USA-GRC,Americas-Europe,DFW,ATH,DFW->CDG->ATH,2,DFW->MAD->ATH,2,DFW->FRA->VIE->ATH,3
6376,DFW-GVA,DFW,GVA,CHE,Europe,USA,Americas,USA-CHE,Americas-Europe,DFW,GVA,DFW->FRA->GVA,2,DFW->LHR->GVA,2,DFW->FRA->GVA,2
6377,DFW-ZAG,DFW,ZAG,HRV,Europe,USA,Americas,USA-HRV,Americas-Europe,DFW,ZAG,DFW->CDG->ZAG,2,DFW->LHR->ZAG,2,DFW->LHR->ZAG,2
6378,DFW-BUD,DFW,BUD,HUN,Europe,USA,Americas,USA-HUN,Americas-Europe,DFW,BUD,DFW->MAD->BUD,2,DFW->CDG->BUD,2,DFW->FRA->BUD,2
6379,DFW-EDI,DFW,EDI,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,EDI,DFW->MAD->DUB->EDI,3,DFW->MAD->EDI,2,DFW->CDG->EDI,2
6380,DFW-EMA,DFW,EMA,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,EMA,DFW->MAD->EMA,2,DFW->MAD->EMA,2,DFW->MAD->EMA,2
6381,DFW-WAW,DFW,WAW,POL,Europe,USA,Americas,USA-POL,Americas-Europe,DFW,WAW,DFW->MAD->WAW,2,DFW->CDG->WAW,2,DFW->CDG->WAW,2
6382,DFW-CPH,DFW,CPH,DNK,Europe,USA,Americas,USA-DNK,Americas-Europe,DFW,CPH,DFW->LHR->CPH,2,DFW->MAD->CPH,2,DFW->LHR->CPH,2
6383,DFW-ORY,DFW,ORY,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,DFW,ORY,DFW->MAD->ORY,2,DFW->MAD->ORY,2,DFW->LHR->VCE->ORY,3
6384,DFW-STN,DFW,STN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,STN,DFW->CDG->STN,2,DFW->FRA->STN,2,DFW->MAD->STN,2
6385,DFW-BHX,DFW,BHX,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,BHX,DFW->FRA->BHX,2,DFW->FRA->BHX,2,DFW->CDG->BHX,2
6386,DFW-LGG,DFW,LGG,BEL,Europe,USA,Americas,USA-BEL,Americas-Europe,DFW,LGG,DFW->CDG->LGG,2,DFW->CDG->LGG,2,DFW->CDG->LGG,2
6387,DFW-MMX,DFW,MMX,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,DFW,MMX,DFW->CDG->LGG->MMX,3,DFW->LHR->CGN->MMX,3,DFW->LHR->CGN->MMX,3
6388,DFW-ZIA,DFW,ZIA,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,DFW,ZIA,DFW->FRA->ALA->ZIA,3,DFW->FRA->ALA->ZIA,3,DFW->FRA->ALA->ZIA,3
6389,DFW-CGN,DFW,CGN,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,CGN,DFW->LHR->CGN,2,DFW->MAD->CGN,2,DFW->LHR->CGN,2
6390,DFW-RIX,DFW,RIX,LVA,Europe,USA,Americas,USA-LVA,Americas-Europe,DFW,RIX,DFW->FRA->RIX,2,DFW->FRA->PRG->RIX,3,DFW->LHR->MXP->RIX,3
6391,DFW-DUS,DFW,DUS,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,DUS,DFW->CDG->DUS,2,DFW->LHR->DUS,2,DFW->MAD->DUS,2
6392,DFW-TXL,DFW,TXL,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,TXL,DFW->LHR->TXL,2,DFW->CDG->BRU->TXL,3,DFW->MAD->TXL,2
6393,DFW-FAO,DFW,FAO,PRT,Europe,USA,Americas,USA-PRT,Americas-Europe,DFW,FAO,DFW->LHR->BRU->FAO,3,DFW->CDG->BRS->FAO,3,DFW->MAD->LGW->FAO,3
6394,DFW-GOT,DFW,GOT,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,DFW,GOT,DFW->MAD->LGW->GOT,3,DFW->FRA->GOT,2,DFW->CDG->HEL->GOT,3
6395,DFW-ALC,DFW,ALC,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,ALC,DFW->FRA->ALC,2,DFW->CDG->AMS->ALC,3,DFW->FRA->ALC,2
6396,DFW-SVQ,DFW,SVQ,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,SVQ,DFW->MAD->TNG->SVQ,3,DFW->CDG->SVQ,2,DFW->MAD->LIS->SVQ,3
6397,DFW-AGP,DFW,AGP,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,AGP,DFW->LHR->AGP,2,DFW->CDG->AGP,2,DFW->CDG->AGP,2
6398,DFW-CRL,DFW,CRL,BEL,Europe,USA,Americas,USA-BEL,Americas-Europe,DFW,CRL,DFW->MAD->CRL,2,DFW->LHR->PRG->CRL,3,DFW->FRA->BGY->CRL,3
6399,DFW-BGY,DFW,BGY,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,DFW,BGY,DFW->FRA->BGY,2,DFW->MAD->BGY,2,DFW->LHR->HAM->BGY,3
6400,DFW-SXF,DFW,SXF,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,SXF,DFW->CDG->SXF,2,DFW->CDG->SXF,2,DFW->CDG->SXF,2
6401,DFW-HAM,DFW,HAM,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,HAM,DFW->MAD->HAM,2,DFW->FRA->STN->HAM,3,DFW->LHR->HAM,2
6402,DFW-CIA,DFW,CIA,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,DFW,CIA,DFW->LHR->CGN->CIA,3,DFW->MAD->CIA,2,DFW->MAD->CIA,2
6403,DFW-HER,DFW,HER,GRC,Europe,USA,Americas,USA-GRC,Americas-Europe,DFW,HER,DFW->LHR->DUS->HER,3,DFW->CDG->AMS->HER,3,DFW->CDG->DUS->HER,3
6404,DFW-MRS,DFW,MRS,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,DFW,MRS,DFW->FRA->MRS,2,DFW->LHR->MRS,2,DFW->MAD->MRS,2
6405,DFW-LIN,DFW,LIN,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,DFW,LIN,DFW->FRA->LIN,2,DFW->LHR->LIN,2,DFW->FRA->LIN,2
6406,DFW-XRY,DFW,XRY,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,DFW,XRY,DFW->MAD->DUB->DUS->XRY,4,DFW->FRA->MAN->DUS->XRY,4,DFW->MAD->DUS->XRY,3
6407,DFW-EIN,DFW,EIN,NLD,Europe,USA,Americas,USA-NLD,Americas-Europe,DFW,EIN,DFW->MAD->EIN,2,DFW->MAD->EIN,2,DFW->MAD->EIN,2
6408,DFW-HAJ,DFW,HAJ,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,HAJ,DFW->MAD->ZRH->HAJ,3,DFW->LHR->HAJ,2,DFW->LHR->HAJ,2
6409,DFW-STR,DFW,STR,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,STR,DFW->FRA->BUD->STR,3,DFW->LHR->STR,2,DFW->LHR->STR,2
6410,DFW-LUX,DFW,LUX,LUX,Europe,USA,Americas,USA-LUX,Americas-Europe,DFW,LUX,DFW->CDG->LUX,2,DFW->CDG->LUX,2,DFW->LHR->LUX,2
6411,DFW-WMI,DFW,WMI,POL,Europe,USA,Americas,USA-POL,Americas-Europe,DFW,WMI,DFW->CDG->CGN->WMI,3,DFW->MAD->WMI,2,DFW->FRA->STN->WMI,3
6412,DFW-POZ,DFW,POZ,POL,Europe,USA,Americas,USA-POL,Americas-Europe,DFW,POZ,DFW->MAD->CPH->POZ,3,DFW->FRA->CPH->POZ,3,DFW->MAD->LTN->POZ,3
6413,DFW-NUE,DFW,NUE,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,NUE,DFW->MAD->BGY->NUE,3,DFW->CDG->VIE->NUE,3,DFW->FRA->VIE->NUE,3
6414,DFW-DRS,DFW,DRS,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,DFW,DRS,DFW->LHR->AMS->DRS,3,DFW->LHR->ZRH->DRS,3,DFW->LHR->AMS->DRS,3
6415,DFW-GDN,DFW,GDN,POL,Europe,USA,Americas,USA-POL,Americas-Europe,DFW,GDN,DFW->CDG->LTN->GDN,3,DFW->CDG->LTN->GDN,3,DFW->MAD->LTN->GDN,3
6416,DFW-BOH,DFW,BOH,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,DFW,BOH,DFW->LHR->AGP->BOH,3,DFW->CDG->AGP->BOH,3,DFW->CDG->AGP->BOH,3
6417,DFW-BOD,DFW,BOD,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,DFW,BOD,DFW->MAD->BOD,2,DFW->MAD->BOD,2,DFW->LHR->GVA->BOD,3
6418,DFW-IEV,DFW,IEV,UKR,Europe,USA,Americas,USA-UKR,Americas-Europe,DFW,IEV,DFW->CDG->WAW->IEV,3,DFW->FRA->WAW->IEV,3,DFW->LHR->FCO->IEV,3
